station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,avg_wind_speed_kts,avg_wind_drct,max_rh,avg_feel
LMO,2025-02-01,60.0,37.6,26.8,3.2,8.167248,281.43546,53.374695,49.14167
GXY,2025-02-01,59.0,24.0,28.0,19.0,5.561448,238.02437,84.52733,35.93776
FNL,2025-02-01,56.0,29.0,25.0,16.0,14.077415,252.77385,71.999214,41.23373
FNL,2025-02-02,67.0,27.0,31.0,23.0,9.993227,252.75098,84.78886,46.351334
GXY,2025-02-02,64.0,22.0,31.0,20.0,5.0400624,232.4979,88.07725,43.009804
LMO,2025-02-02,71.2,32.4,30.4,17.2,6.2578397,247.4843,75.16613,51.28609
FNL,2025-02-03,68.0,21.0,27.0,15.0,10.688408,167.28787,81.088165,40.12995
GXY,2025-02-03,66.0,17.0,27.0,10.4,10.514612,124.289024,77.34337,35.72156
LMO,2025-02-03,74.7,25.7,30.4,13.6,8.843205,257.48065,77.60262,49.11273
GXY,2025-02-04,31.0,14.0,17.0,9.0,4.8662667,95.709236,85.28306,14.212694
LMO,2025-02-04,36.0,22.0,23.0,16.5,1.7874564,85.75371,81.68651,24.66913
FNL,2025-02-04,33.0,17.0,19.0,12.2,3.475905,123.60113,85.51397,17.483618
GXY,2025-02-05,64.0,12.0,29.0,9.0,4.171086,269.40198,87.70293,28.896671
FNL,2025-02-05,61.0,14.0,30.0,12.0,4.2579837,235.56956,91.56666,35.036728
LMO,2025-02-05,63.5,18.5,30.7,14.5,6.383275,265.47812,84.225235,42.7437
LMO,2025-02-06,55.4,26.8,32.0,17.0,4.3554006,33.616413,76.98806,37.10624
GXY,2025-02-06,46.0,17.0,25.0,12.0,6.6911173,90.59777,88.0248,24.491638
FNL,2025-02-06,47.0,22.0,27.0,14.0,7.386298,118.26472,84.52733,26.652147
FNL,2025-02-07,64.0,16.0,31.0,13.0,6.5173216,44.250797,84.32687,34.73434
GXY,2025-02-07,57.0,14.0,30.0,10.0,5.561448,27.82449,87.64805,29.404213
LMO,2025-02-07,67.3,20.0,30.7,14.4,3.6655052,109.215,81.228836,38.66032
FNL,2025-02-08,41.0,18.0,30.2,15.0,8.4290695,147.13011,92.97254,20.24051
LMO,2025-02-08,42.3,26.2,28.6,20.3,5.132841,96.776115,84.91722,27.93126
GXY,2025-02-08,40.0,16.0,23.0,9.0,8.950456,64.43767,81.24543,20.57074
LMO,2025-02-09,43.7,21.7,26.8,6.0,3.5719557,116.84681,84.21921,28.276165
GXY,2025-02-09,41.0,13.0,17.0,5.0,5.8221407,111.49232,83.91452,20.778349
FNL,2025-02-09,41.0,18.0,27.0,9.0,6.6911173,137.09682,92.80228,21.272118
GXY,2025-02-10,38.0,10.0,17.0,5.0,10.167022,49.126896,83.70243,11.309523
LMO,2025-02-10,41.4,14.0,16.7,6.8,5.092251,49.6371,77.05902,20.464184
FNL,2025-02-10,40.0,12.0,15.0,6.8,8.168377,51.623867,80.01833,13.4504
FNL,2025-02-11,14.0,6.0,8.0,2.0,6.3435264,118.25885,92.18841,-1.3369386
GXY,2025-02-11,14.0,5.0,5.0,1.0,7.5600934,103.20588,84.92654,-3.8234468
LMO,2025-02-11,16.5,10.0,9.5,4.6,3.7038329,79.388336,81.02633,6.340394
LMO,2025-02-12,21.2,-0.8,5.0,-6.7,1.7003484,62.6407,81.34468,6.452312
FNL,2025-02-12,13.0,-1.0,3.2,-4.0,5.8221407,59.44019,84.80491,-3.589373
GXY,2025-02-12,13.0,-9.0,2.0,-12.0,3.5628026,19.057547,86.65769,-2.3318594
FNL,2025-02-13,30.0,-6.0,13.0,-8.0,3.041417,17.517168,82.73504,7.365489
GXY,2025-02-13,27.0,-12.0,18.0,-16.0,3.3890073,332.52197,84.122635,1.7579354
LMO,2025-02-13,35.0,-8.0,15.6,-13.7,1.9512196,311.175,77.46514,11.087897
FNL,2025-02-14,45.0,14.0,32.0,10.0,4.2579837,148.55489,92.21943,25.647036
LMO,2025-02-14,45.7,16.7,33.0,10.0,2.271777,310.41257,87.718765,30.046097
GXY,2025-02-14,43.0,11.0,35.6,9.0,3.7365978,249.36961,96.075066,23.037552
GXY,2025-02-15,33.0,-4.0,32.0,-7.6,6.8649125,73.99519,100.0,13.454052
LMO,2025-02-15,34.0,5.0,32.0,0.5,3.2891986,61.65272,96.03984,22.24255
FNL,2025-02-15,33.0,10.0,31.0,7.0,6.169731,98.258835,100.0,16.25556
LMO,2025-02-16,33.8,2.0,20.0,-3.5,1.8675958,322.721,88.26854,15.960588
FNL,2025-02-16,37.0,-1.0,29.0,-4.0,2.8676217,32.370712,92.253204,14.300552
GXY,2025-02-16,30.0,-3.0,23.0,-5.8,3.475905,345.47986,92.253204,10.012896
LMO,2025-02-17,27.5,12.0,24.6,8.2,3.7212543,62.620583,90.5242,16.21649
FNL,2025-02-17,26.0,7.0,22.0,5.0,5.6483455,107.14363,92.68535,10.926276
GXY,2025-02-17,22.0,5.0,20.0,1.0,7.907684,102.80786,92.62583,5.5078053
LMO,2025-02-18,15.0,3.6,9.0,-2.2,3.0627177,64.02759,85.106346,3.924643
GXY,2025-02-18,10.0,-3.0,2.0,-8.0,8.689762,106.21824,86.90088,-10.789034
FNL,2025-02-18,17.0,0.0,8.0,-5.8,6.7780147,106.50835,92.18841,-5.4380856
LMO,2025-02-19,23.0,1.2,8.6,-4.0,,,78.21884,
GXY,2025-02-19,18.0,-3.0,5.0,-8.0,,,79.671715,
FNL,2025-02-19,23.0,-3.0,8.0,-7.0,,,82.57888,
